Time,Production
10-08-2007,20.6615
11-08-2007,20.8322
12-08-2007,20.7066
13-08-2007,20.8402
14-08-2007,20.6129
15-08-2007,21.0124
16-08-2007,21.3949
17-08-2007,21.0792
18-08-2007,20.8359
19-08-2007,20.8573
20-08-2007,20.9773
21-08-2007,20.7541
22-08-2007,20.7048
23-08-2007,20.6673
24-08-2007,20.5772
25-08-2007,20.5854
26-08-2007,20.4939
27-08-2007,20.2368
28-08-2007,20.3788
29-08-2007,20.386
30-08-2007,20.4015
31-08-2007,20.5267
01-09-2007,20.7161
02-09-2007,20.8253
03-09-2007,20.6493
04-09-2007,20.6913
05-09-2007,20.6471
06-09-2007,21.0278
07-09-2007,21.0122
08-09-2007,21.0855
09-09-2007,20.5138
10-09-2007,20.4862
11-09-2007,20.5592
12-09-2007,20.2083
13-09-2007,20.2534
14-09-2007,20.3579
15-09-2007,20.3315
16-09-2007,20.5533
17-09-2007,20.3755
18-09-2007,20.4604
19-09-2007,20.2089
20-09-2007,20.1179
21-09-2007,20.226
22-09-2007,20.2389
23-09-2007,20.2653
24-09-2007,20.4201
25-09-2007,20.294
26-09-2007,20.4063
27-09-2007,20.5323
28-09-2007,20.836
29-09-2007,20.4913
30-09-2007,20.6702
01-10-2007,20.7886
02-10-2007,20.7638
03-10-2007,20.711
04-10-2007,20.9602
05-10-2007,21.108
06-10-2007,20.4699
07-10-2007,20.2469
08-10-2007,19.9518
09-10-2007,19.9397
10-10-2007,19.8351
11-10-2007,19.6357
12-10-2007,19.5995
13-10-2007,19.3774
14-10-2007,19.3127
15-10-2007,19.3664
16-10-2007,19.4167
17-10-2007,19.4581
18-10-2007,19.6141
19-10-2007,19.5835
20-10-2007,19.9925
21-10-2007,20.2871
22-10-2007,20.4873
23-10-2007,20.2906
24-10-2007,20.0138
25-10-2007,20.1316
26-10-2007,19.922
27-10-2007,19.6974
28-10-2007,19.5154
29-10-2007,19.5415
30-10-2007,19.6295
31-10-2007,20.3676
01-11-2007,20.0904
02-11-2007,19.9523
03-11-2007,19.973
04-11-2007,20.0205
05-11-2007,19.9861
06-11-2007,19.8327
07-11-2007,19.8152
08-11-2007,19.7509
09-11-2007,19.7239
10-11-2007,19.7914
11-11-2007,19.675
12-11-2007,19.6091
13-11-2007,19.7286
14-11-2007,19.994
15-11-2007,20.0046
16-11-2007,19.9496
17-11-2007,19.8444
18-11-2007,20.3317
19-11-2007,20.2723
20-11-2007,20.5093
21-11-2007,20.3504
22-11-2007,19.0683
23-11-2007,19.2659
24-11-2007,19.1369
25-11-2007,19.2818
26-11-2007,19.0657
27-11-2007,19.3089
28-11-2007,19.7734
29-11-2007,20.6963
30-11-2007,19.5325
01-12-2007,20.2756
02-12-2007,20.0284
03-12-2007,19.9439
04-12-2007,19.4792
05-12-2007,19.0782
06-12-2007,19.0581
07-12-2007,19.1064
08-12-2007,18.2514
09-12-2007,19.3777
10-12-2007,19.5309
11-12-2007,18.237
12-12-2007,16.3532
13-12-2007,13.2996
14-12-2007,13.0628
15-12-2007,12.5627
16-12-2007,12.2106
17-12-2007,12.6685
18-12-2007,12.2919
19-12-2007,12.529
20-12-2007,12.5841
21-12-2007,12.433
22-12-2007,12.6048
23-12-2007,12.604
24-12-2007,12.925
25-12-2007,13.1281
26-12-2007,13.6353
27-12-2007,15.8136
28-12-2007,16.3346
29-12-2007,16.5636
30-12-2007,16.028
31-12-2007,15.5814
01-01-2008,15.8561
02-01-2008,17.0199
03-01-2008,16.9514
04-01-2008,17.0074
05-01-2008,17.3508
06-01-2008,17.3059
07-01-2008,17.2349
08-01-2008,18.0062
09-01-2008,18.4978
10-01-2008,18.6453
11-01-2008,18.5428
12-01-2008,18.3664
13-01-2008,18.0674
14-01-2008,18.6033
15-01-2008,18.4244
16-01-2008,18.3619
17-01-2008,18.7504
18-01-2008,18.7968
19-01-2008,18.5792
20-01-2008,18.6714
21-01-2008,18.5838
22-01-2008,17.9122
23-01-2008,18.4998
24-01-2008,18.8909
25-01-2008,18.4036
26-01-2008,18.6835
27-01-2008,18.1442
28-01-2008,17.9817
29-01-2008,18.0197
30-01-2008,18.2388
31-01-2008,18.8152
01-02-2008,18.2028
02-02-2008,18.0307
03-02-2008,18.1887
04-02-2008,18.635
05-02-2008,18.5868
06-02-2008,18.8929
07-02-2008,18.5929
08-02-2008,18.8502
09-02-2008,18.3442
10-02-2008,18.3976
11-02-2008,18.6695
12-02-2008,18.8093
13-02-2008,18.5947
14-02-2008,18.1598
15-02-2008,18.213
16-02-2008,18.5757
17-02-2008,18.7217
18-02-2008,18.8773
19-02-2008,18.9533
20-02-2008,18.4291
21-02-2008,18.1573
22-02-2008,18.2815
23-02-2008,18.793
24-02-2008,19.2837
25-02-2008,18.2215
26-02-2008,18.1713
27-02-2008,18.2207
28-02-2008,18.7968
29-02-2008,18.671
01-03-2008,19.0282
02-03-2008,19.5189
03-03-2008,18.4983
04-03-2008,18.1077
05-03-2008,18.2586
06-03-2008,18.6199
07-03-2008,18.5645
08-03-2008,18.3884
09-03-2008,18.8633
10-03-2008,18.2723
11-03-2008,18.169
12-03-2008,18.5915
13-03-2008,18.5289
14-03-2008,18.4564
15-03-2008,18.6552
16-03-2008,18.8426
17-03-2008,18.7694
18-03-2008,18.039
19-03-2008,18.6142
20-03-2008,18.7862
21-03-2008,18.7469
22-03-2008,18.5435
23-03-2008,18.5743
24-03-2008,18.6611
25-03-2008,18.8467
26-03-2008,18.9751
27-03-2008,18.3149
28-03-2008,17.9383
29-03-2008,18.0098
30-03-2008,18.5086
31-03-2008,18.3633
01-04-2008,18.3557
02-04-2008,18.4551
03-04-2008,18.4358
04-04-2008,18.5467
05-04-2008,18.6621
06-04-2008,18.8281
07-04-2008,18.9228
08-04-2008,18.7137
09-04-2008,18.6153
10-04-2008,18.8497
11-04-2008,18.9902
12-04-2008,18.6771
13-04-2008,18.6736
14-04-2008,18.4192
15-04-2008,18.1856
16-04-2008,19.0707
17-04-2008,18.6701
18-04-2008,18.5754
19-04-2008,18.4834
20-04-2008,18.825
21-04-2008,18.7426
22-04-2008,18.5554
23-04-2008,18.7456
24-04-2008,18.8962
25-04-2008,18.8125
26-04-2008,18.9073
27-04-2008,18.9685
28-04-2008,18.7893
29-04-2008,18.8347
30-04-2008,18.7924
01-05-2008,18.9044
02-05-2008,18.8035
03-05-2008,18.7191
04-05-2008,18.7011
05-05-2008,18.7646
06-05-2008,18.6616
07-05-2008,18.6761
08-05-2008,18.6137
09-05-2008,18.5537
10-05-2008,18.8464
11-05-2008,18.611
12-05-2008,18.8319
13-05-2008,18.6232
14-05-2008,18.476
15-05-2008,18.7319
16-05-2008,18.5396
17-05-2008,18.6856
18-05-2008,18.7727
19-05-2008,18.5866
20-05-2008,18.6726
21-05-2008,18.5002
22-05-2008,18.3057
23-05-2008,18.1952
24-05-2008,18.1444
25-05-2008,18.1727
26-05-2008,18.7583
27-05-2008,18.7929
28-05-2008,18.7062
29-05-2008,18.6817
30-05-2008,18.5257
31-05-2008,18.4394
01-06-2008,18.5659
02-06-2008,18.7244
03-06-2008,18.5839
04-06-2008,18.6232
05-06-2008,18.5804
06-06-2008,19.1603
07-06-2008,18.6072
08-06-2008,19.0019
09-06-2008,19.4385
10-06-2008,19.3553
11-06-2008,19.2926
12-06-2008,19.4021
13-06-2008,19.4793
14-06-2008,18.8517
15-06-2008,18.3287
16-06-2008,18.3082
17-06-2008,18.4731
18-06-2008,18.1925
19-06-2008,18.2545
20-06-2008,18.212
21-06-2008,18.2251
22-06-2008,18.2356
23-06-2008,18.1689
24-06-2008,18.1792
25-06-2008,18.2354
26-06-2008,18.4507
27-06-2008,18.679
28-06-2008,18.5584
29-06-2008,19.3819
30-06-2008,19.7816
01-07-2008,19.2697
02-07-2008,19.3383
03-07-2008,19.6383
04-07-2008,19.9068
05-07-2008,19.5541
06-07-2008,19.2813
07-07-2008,19.6092
08-07-2008,19.4346
09-07-2008,19.5528
10-07-2008,19.0594
11-07-2008,19.37
12-07-2008,19.9357
13-07-2008,19.2554
14-07-2008,19.734
15-07-2008,20.3469
16-07-2008,19.6774
17-07-2008,19.687
18-07-2008,19.8274
19-07-2008,19.7723
20-07-2008,19.4861
21-07-2008,19.742
22-07-2008,19.8914
23-07-2008,19.697
24-07-2008,20.0655
25-07-2008,19.3892
26-07-2008,19.597
27-07-2008,19.5578
28-07-2008,19.7578
29-07-2008,19.633
30-07-2008,19.4698
31-07-2008,19.5808
01-08-2008,19.6958
02-08-2008,19.349
03-08-2008,19.1639
04-08-2008,19.2188
05-08-2008,19.0483
06-08-2008,19.4134
07-08-2008,19.568
08-08-2008,19.2729
09-08-2008,19.198
10-08-2008,19.1822
11-08-2008,19.2233
12-08-2008,19.6996
13-08-2008,19.5058
14-08-2008,19.541
15-08-2008,18.8896
16-08-2008,19.042
17-08-2008,18.8911
18-08-2008,19.366
19-08-2008,18.698
20-08-2008,19.0198
21-08-2008,19.2641
22-08-2008,19.3071
23-08-2008,19.3665
24-08-2008,19.383
25-08-2008,19.2804
26-08-2008,19.2688
27-08-2008,19.3742
28-08-2008,19.4372
29-08-2008,19.376
30-08-2008,19.4743
31-08-2008,19.6311
01-09-2008,19.3097
02-09-2008,19.3796
03-09-2008,19.3637
04-09-2008,18.7975
05-09-2008,19.4165
06-09-2008,19.4562
07-09-2008,19.571
08-09-2008,19.3562
09-09-2008,19.5956
10-09-2008,19.7169
11-09-2008,19.411
12-09-2008,19.5825
13-09-2008,19.7395
14-09-2008,19.5892
15-09-2008,19.4009
16-09-2008,19.5102
17-09-2008,18.572
18-09-2008,18.9309
19-09-2008,19.0728
20-09-2008,19.2192
21-09-2008,18.9717
22-09-2008,18.3554
23-09-2008,18.3029
24-09-2008,18.3627
25-09-2008,18.501
26-09-2008,18.6403
27-09-2008,18.6471
28-09-2008,18.6861
29-09-2008,18.8661
30-09-2008,18.6634
01-10-2008,18.5834
02-10-2008,18.7837
03-10-2008,18.5205
04-10-2008,18.6073
05-10-2008,19.104
06-10-2008,19.4365
07-10-2008,18.936
08-10-2008,18.9785
09-10-2008,18.7123
10-10-2008,16.2857
11-10-2008,15.4762
12-10-2008,30.8169
13-10-2008,32.102
14-10-2008,34.0457
15-10-2008,33.3229
16-10-2008,36.5862
17-10-2008,34.5684
18-10-2008,35.0715
19-10-2008,30.4869
20-10-2008,30.5525
21-10-2008,33.3282
22-10-2008,33.2858
23-10-2008,32.8066
24-10-2008,32.7689
25-10-2008,32.8513
26-10-2008,32.304
27-10-2008,34.1207
28-10-2008,33.6137
29-10-2008,34.3017
30-10-2008,34.115
31-10-2008,34.0518
01-11-2008,33.1965
02-11-2008,33.235
03-11-2008,33.0592
04-11-2008,32.9977
05-11-2008,32.1047
06-11-2008,32.5641
07-11-2008,32.3176
08-11-2008,32.637
09-11-2008,32.7764
10-11-2008,32.2483
11-11-2008,32.5147
12-11-2008,33.1327
13-11-2008,32.899
14-11-2008,33.4916
15-11-2008,33.376
16-11-2008,33.3513
17-11-2008,33.2981
18-11-2008,33.494
19-11-2008,33.7357
20-11-2008,33.6018
21-11-2008,33.6499
22-11-2008,33.596
23-11-2008,33.4998
24-11-2008,33.9073
25-11-2008,33.9954
26-11-2008,34.1158
27-11-2008,33.4197
28-11-2008,33.4236
29-11-2008,33.4756
30-11-2008,33.3634
01-12-2008,33.5903
02-12-2008,33.1153
03-12-2008,33.0971
04-12-2008,32.9266
05-12-2008,33.3089
06-12-2008,33.232
07-12-2008,32.8291
08-12-2008,32.7713
09-12-2008,23.5593
10-12-2008,24.6044
11-12-2008,26.3024
12-12-2008,26.4084
13-12-2008,27.4393
14-12-2008,31.0522
15-12-2008,31.8569
16-12-2008,31.361
17-12-2008,31.2842
18-12-2008,31.8567
19-12-2008,31.7603
20-12-2008,31.9836
21-12-2008,32.2048
22-12-2008,31.5718
23-12-2008,32.0098
24-12-2008,31.4454
25-12-2008,31.5134
26-12-2008,31.7841
27-12-2008,31.0344
28-12-2008,31.5791
29-12-2008,31.0814
30-12-2008,31.6678
31-12-2008,31.3383
01-01-2009,31.2194
02-01-2009,30.9411
03-01-2009,31.1535
04-01-2009,30.7687
05-01-2009,30.817
06-01-2009,30.8837
07-01-2009,30.8353
08-01-2009,30.7104
09-01-2009,31.4098
10-01-2009,32.3016
11-01-2009,32.662
12-01-2009,32.0148
13-01-2009,31.2955
14-01-2009,31.5506
15-01-2009,31.8139
16-01-2009,32.4335
17-01-2009,32.0622
18-01-2009,32.1515
19-01-2009,32.3636
20-01-2009,32.459
21-01-2009,32.4243
22-01-2009,32.3178
23-01-2009,32.2826
24-01-2009,32.315
25-01-2009,32.1166
26-01-2009,32.3075
27-01-2009,32.935
28-01-2009,32.0516
29-01-2009,32.1166
30-01-2009,31.8882
31-01-2009,32.0136
01-02-2009,31.9063
02-02-2009,31.9544
03-02-2009,32.2872
04-02-2009,31.7541
05-02-2009,31.8214
06-02-2009,32.374
07-02-2009,32.3553
08-02-2009,32.0978
09-02-2009,32.4347
10-02-2009,32.3596
11-02-2009,32.0915
12-02-2009,32.276
13-02-2009,32.2382
14-02-2009,32.3016
15-02-2009,32.4499
16-02-2009,32.428
17-02-2009,32.1612
18-02-2009,32.3874
19-02-2009,32.2795
20-02-2009,32.2651
21-02-2009,32.3572
22-02-2009,32.4921
23-02-2009,32.0351
24-02-2009,32.4106
25-02-2009,32.3905
26-02-2009,32.5681
27-02-2009,32.7983
28-02-2009,33.3877
01-03-2009,33.0706
02-03-2009,32.6471
03-03-2009,32.39
04-03-2009,31.9583
05-03-2009,32.0325
06-03-2009,31.6592
07-03-2009,32.0271
08-03-2009,31.819
09-03-2009,32.0256
10-03-2009,31.5077
11-03-2009,31.0632
12-03-2009,30.3726
13-03-2009,31.032
14-03-2009,31.0974
15-03-2009,31.3482
16-03-2009,31.6463
17-03-2009,31.6286
18-03-2009,31.7991
19-03-2009,31.9228
20-03-2009,32.1035
21-03-2009,32.1362
22-03-2009,31.9886
23-03-2009,32.2721
24-03-2009,32.099
25-03-2009,32.3532
26-03-2009,32.1078
27-03-2009,31.501
28-03-2009,31.3746
29-03-2009,31.583
30-03-2009,31.8931
31-03-2009,31.7483
01-04-2009,31.7351
02-04-2009,31.7247
03-04-2009,31.8959
04-04-2009,31.8461
05-04-2009,32.0162
06-04-2009,31.9214
07-04-2009,32.0114
08-04-2009,32.2681
09-04-2009,32.0368
10-04-2009,32.8005
11-04-2009,31.82
12-04-2009,32.2517
13-04-2009,29.9169
14-04-2009,32.1362
15-04-2009,32.4867
16-04-2009,32.5508
17-04-2009,32.5739
18-04-2009,32.0538
19-04-2009,32.4646
20-04-2009,32.0976
21-04-2009,32.35
22-04-2009,31.7206
23-04-2009,32.5146
24-04-2009,32.2047
25-04-2009,32.7691
26-04-2009,33.1377
27-04-2009,33.4498
28-04-2009,32.9861
29-04-2009,33.0714
30-04-2009,33.4153
01-05-2009,32.4378
02-05-2009,32.454
03-05-2009,33.1889
04-05-2009,33.2684
05-05-2009,33.1221
06-05-2009,32.7954
07-05-2009,33.2504
08-05-2009,33.0861
09-05-2009,33.2301
10-05-2009,33.1002
11-05-2009,33.3596
12-05-2009,31.9024
13-05-2009,31.4167
14-05-2009,30.2149
15-05-2009,28.9293
16-05-2009,23.9518
17-05-2009,23.2844
18-05-2009,23.0029
19-05-2009,23.2941
20-05-2009,23.4045
21-05-2009,23.9733
22-05-2009,23.9331
23-05-2009,24.46
24-05-2009,23.8888
25-05-2009,23.6246
26-05-2009,23.362
27-05-2009,23.9565
28-05-2009,24.4844
29-05-2009,23.9914
30-05-2009,24.1132
31-05-2009,23.743
01-06-2009,23.5379
02-06-2009,23.6877
03-06-2009,24.2454
04-06-2009,24.469
05-06-2009,24.3715
06-06-2009,24.4653
07-06-2009,24.6578
08-06-2009,24.4357
09-06-2009,24.0779
10-06-2009,24.2618
11-06-2009,24.179
12-06-2009,24.5109
13-06-2009,23.3715
14-06-2009,24.5884
15-06-2009,23.2892
16-06-2009,22.7917
17-06-2009,23.4929
18-06-2009,23.3592
19-06-2009,23.4981
20-06-2009,22.7208
21-06-2009,23.2094
22-06-2009,23.5381
23-06-2009,23.4951
24-06-2009,23.1043
25-06-2009,23.5085
26-06-2009,22.9191
27-06-2009,24.0496
28-06-2009,24.2805
29-06-2009,24.305
30-06-2009,24.1084
01-07-2009,23.7041
02-07-2009,24.0406
03-07-2009,24.3348
04-07-2009,24.0138
05-07-2009,24.1206
06-07-2009,24.3749
07-07-2009,24.2016
08-07-2009,23.97
09-07-2009,24.2587
10-07-2009,25.0532
11-07-2009,24.1634
12-07-2009,23.8767
13-07-2009,23.8668
14-07-2009,23.7327
15-07-2009,24.0729
16-07-2009,24.0997
17-07-2009,24.3489
18-07-2009,24.5657
19-07-2009,24.3318
20-07-2009,24.4627
21-07-2009,24.0945
22-07-2009,24.4693
23-07-2009,24.5458
24-07-2009,24.7553
25-07-2009,24.8054
26-07-2009,24.9509
27-07-2009,24.4115
28-07-2009,23.2339
29-07-2009,24.7368
30-07-2009,24.5994
31-07-2009,24.1374
01-08-2009,24.7544
02-08-2009,24.5723
03-08-2009,24.6043
04-08-2009,24.426
05-08-2009,24.3139
06-08-2009,24.4523
07-08-2009,24.3241
08-08-2009,24.0118
09-08-2009,24.4814
10-08-2009,24.8015
11-08-2009,24.6096
12-08-2009,24.7301
13-08-2009,24.7032
14-08-2009,24.59
15-08-2009,24.6222
16-08-2009,24.6495
17-08-2009,24.4631
18-08-2009,24.5332
19-08-2009,24.4876
20-08-2009,24.857
21-08-2009,24.705
22-08-2009,24.5649
23-08-2009,24.7657
24-08-2009,24.8634
25-08-2009,24.6973
26-08-2009,24.7691
27-08-2009,24.748
28-08-2009,25.0176
29-08-2009,24.997
30-08-2009,24.9859
31-08-2009,24.4456
01-09-2009,24.595
02-09-2009,24.6864
03-09-2009,24.8681
04-09-2009,25.0629
05-09-2009,24.8152
06-09-2009,25.0535
07-09-2009,24.8707
08-09-2009,24.8275
09-09-2009,24.5994
10-09-2009,24.4153
11-09-2009,25.1464
12-09-2009,25.3312
13-09-2009,25.1277
14-09-2009,24.9952
15-09-2009,24.9298
16-09-2009,24.973
17-09-2009,24.8046
18-09-2009,24.7019
19-09-2009,25.0974
20-09-2009,25.162
21-09-2009,24.9096
22-09-2009,24.8371
23-09-2009,24.8415
24-09-2009,25.0086
25-09-2009,25.3214
26-09-2009,25.1753
27-09-2009,24.8606
28-09-2009,25.0658
29-09-2009,24.9323
30-09-2009,25.1026
01-10-2009,25.1434
02-10-2009,25.1983
03-10-2009,25.1975
04-10-2009,25.0999
05-10-2009,24.9045
06-10-2009,24.9594
07-10-2009,24.7885
08-10-2009,24.7762
09-10-2009,24.5042
10-10-2009,24.5773
11-10-2009,24.2973
12-10-2009,24.6496
13-10-2009,24.6864
14-10-2009,25.0322
15-10-2009,24.8064
16-10-2009,24.3858
17-10-2009,24.6285
18-10-2009,24.4929
19-10-2009,24.6101
20-10-2009,24.3372
21-10-2009,24.5632
22-10-2009,24.5807
23-10-2009,24.7542
24-10-2009,24.9789
25-10-2009,25.0896
26-10-2009,25.0311
27-10-2009,25.407
28-10-2009,24.7691
29-10-2009,24.8738
30-10-2009,25.066
31-10-2009,24.9063
01-11-2009,25.0881
02-11-2009,25.1354
03-11-2009,25.003
04-11-2009,24.7906
05-11-2009,24.4273
06-11-2009,24.4486
07-11-2009,24.5978
08-11-2009,24.7815
09-11-2009,24.826
10-11-2009,24.8738
11-11-2009,25.0443
12-11-2009,24.8707
13-11-2009,24.9171
14-11-2009,25.0163
15-11-2009,24.9947
16-11-2009,25.0536
17-11-2009,24.9773
18-11-2009,24.9065
19-11-2009,24.8161
20-11-2009,24.3478
21-11-2009,24.5338
22-11-2009,24.845
23-11-2009,24.8609
24-11-2009,24.786
25-11-2009,24.7375
26-11-2009,25.0284
27-11-2009,24.7283
28-11-2009,24.6714
29-11-2009,24.7027
30-11-2009,24.5679
01-12-2009,24.3612
02-12-2009,24.2913
03-12-2009,24.6481
04-12-2009,24.1654
05-12-2009,24.169
06-12-2009,23.9641
07-12-2009,24.06
08-12-2009,24.1374
09-12-2009,24.812
10-12-2009,24.7126
11-12-2009,24.9009
12-12-2009,24.9964
13-12-2009,25.1997
14-12-2009,25.3061
15-12-2009,25.5363
16-12-2009,24.6286
17-12-2009,25.199
18-12-2009,25.4117
19-12-2009,25.1193
20-12-2009,25.1902
21-12-2009,25.3128
22-12-2009,25.0707
23-12-2009,24.6534
24-12-2009,24.6328
25-12-2009,24.5534
26-12-2009,24.1839
27-12-2009,24.8084
28-12-2009,24.9157
29-12-2009,24.9625
30-12-2009,24.7061
31-12-2009,24.5167
01-01-2010,24.824
02-01-2010,24.7992
03-01-2010,24.5276
04-01-2010,24.8195
05-01-2010,25.2069
06-01-2010,24.9214
07-01-2010,24.9644
08-01-2010,25.082
09-01-2010,25.1143
10-01-2010,25.1639
11-01-2010,24.9946
12-01-2010,25.0209
13-01-2010,24.9061
14-01-2010,25.1835
15-01-2010,25.1634
16-01-2010,24.7141
17-01-2010,24.4321
18-01-2010,25.1702
19-01-2010,24.7288
20-01-2010,25.3203
21-01-2010,24.8796
22-01-2010,24.2724
23-01-2010,24.2404
24-01-2010,24.4825
25-01-2010,25.115
26-01-2010,24.8671
27-01-2010,25.2167
28-01-2010,24.8282
29-01-2010,25.0007
30-01-2010,25.1924
31-01-2010,25.0992
01-02-2010,24.9683
02-02-2010,25.4482
03-02-2010,25.2809
04-02-2010,25.4574
05-02-2010,24.9553
06-02-2010,25.1908
07-02-2010,25.3055
08-02-2010,24.9221
09-02-2010,25.0287
10-02-2010,25.0589
11-02-2010,24.6096
12-02-2010,24.4491
13-02-2010,24.325
14-02-2010,24.7741
15-02-2010,24.4462
16-02-2010,24.6634
17-02-2010,24.6437
18-02-2010,24.9079
19-02-2010,24.6609
20-02-2010,24.7446
21-02-2010,24.697
22-02-2010,24.7147
23-02-2010,24.8076
24-02-2010,24.9707
25-02-2010,25.0267
26-02-2010,25.0416
27-02-2010,25.1401
28-02-2010,25.5073
01-03-2010,25.4553
02-03-2010,25.4611
03-03-2010,25.5782
04-03-2010,25.6169
05-03-2010,25.885
06-03-2010,25.875
07-03-2010,25.0497
08-03-2010,24.403
09-03-2010,24.2609
10-03-2010,24.6624
11-03-2010,24.9838
12-03-2010,24.604
13-03-2010,24.3487
14-03-2010,24.6745
15-03-2010,24.8599
16-03-2010,24.9817
17-03-2010,24.9477
18-03-2010,24.9063
19-03-2010,24.9396
20-03-2010,25.1048
21-03-2010,25.1038
22-03-2010,25.1486
23-03-2010,25.1714
24-03-2010,25.3284
25-03-2010,25.1733
26-03-2010,25.3759
27-03-2010,25.2199
28-03-2010,24.4891
29-03-2010,24.2537
30-03-2010,24.4429
31-03-2010,24.5772
01-04-2010,24.7455
02-04-2010,24.6873
03-04-2010,24.7393
04-04-2010,24.8873
05-04-2010,25.2428
06-04-2010,25.2579
07-04-2010,25.2935
08-04-2010,25.166
09-04-2010,25.2924
10-04-2010,25.3128
11-04-2010,25.1512
12-04-2010,25.0882
13-04-2010,25.2813
14-04-2010,25.3042
15-04-2010,25.2618
16-04-2010,25.2998
17-04-2010,24.7945
18-04-2010,25.0328
19-04-2010,25.0108
20-04-2010,24.7478
21-04-2010,24.85
22-04-2010,24.7758
23-04-2010,24.8463
24-04-2010,24.9569
25-04-2010,25.1859
26-04-2010,24.9935
27-04-2010,25.2249
28-04-2010,25.5168
29-04-2010,25.4012
30-04-2010,25.4328
01-05-2010,25.4751
02-05-2010,25.4515
03-05-2010,25.4122
04-05-2010,25.4067
05-05-2010,25.3594
06-05-2010,25.15
07-05-2010,25.1445
08-05-2010,25.2967
09-05-2010,24.6558
10-05-2010,24.4073
11-05-2010,24.2302
12-05-2010,24.4276
13-05-2010,24.2759
14-05-2010,24.4873
15-05-2010,24.7869
16-05-2010,24.6176
17-05-2010,25.0128
18-05-2010,24.7146
19-05-2010,24.5605
20-05-2010,24.366
21-05-2010,24.7307
22-05-2010,24.2829
23-05-2010,24.2277
24-05-2010,24.2098
25-05-2010,23.9911
26-05-2010,24.2988
27-05-2010,24.1712
28-05-2010,23.9442
29-05-2010,23.9207
30-05-2010,23.0469
31-05-2010,23.8932
01-06-2010,23.9133
02-06-2010,23.5812
03-06-2010,23.9111
04-06-2010,23.7313
05-06-2010,23.5913
06-06-2010,24.4012
07-06-2010,24.0809
08-06-2010,22.7818
09-06-2010,22.2445
10-06-2010,22.7702
11-06-2010,22.2938
12-06-2010,23.9139
13-06-2010,23.9137
14-06-2010,24.0286
15-06-2010,23.5237
16-06-2010,23.6126
17-06-2010,23.7068
18-06-2010,23.4202
19-06-2010,23.5654
20-06-2010,23.6375
21-06-2010,23.5224
22-06-2010,23.5098
23-06-2010,22.6704
24-06-2010,23.362
25-06-2010,22.5322
26-06-2010,22.6161
27-06-2010,22.4949
28-06-2010,22.3897
29-06-2010,22.345
30-06-2010,22.9807
01-07-2010,22.4969
02-07-2010,23.0215
03-07-2010,22.9829
04-07-2010,22.7616
05-07-2010,22.2484
06-07-2010,22.4457
07-07-2010,22.4062
08-07-2010,23.4323
09-07-2010,23.4299
10-07-2010,23.0658
11-07-2010,22.9146
12-07-2010,22.9613
13-07-2010,22.9969
14-07-2010,23.1822
15-07-2010,23.1087
16-07-2010,23.3702
17-07-2010,23.162
18-07-2010,23.1581
19-07-2010,22.3072
20-07-2010,22.8292
21-07-2010,21.1822
22-07-2010,22.5868
23-07-2010,22.2299
24-07-2010,22.7697
25-07-2010,23.3456
26-07-2010,23.1807
27-07-2010,23.2649
28-07-2010,23.4834
29-07-2010,23.335
30-07-2010,22.9756
31-07-2010,23.4827
01-08-2010,23.9384
02-08-2010,24.0284
03-08-2010,24.071
04-08-2010,24.2095
05-08-2010,23.1974
06-08-2010,21.7452
07-08-2010,22.0496
08-08-2010,21.8257
09-08-2010,21.9245
10-08-2010,21.9858
11-08-2010,21.9664
12-08-2010,21.7632
13-08-2010,21.9397
14-08-2010,22.0844
15-08-2010,22.0318
16-08-2010,21.9953
17-08-2010,21.9809
18-08-2010,22.2558
19-08-2010,22.1672
20-08-2010,21.8661
21-08-2010,22.1258
22-08-2010,22.2382
23-08-2010,22.2115
24-08-2010,22.9128
25-08-2010,22.8744
26-08-2010,21.0272
27-08-2010,4.5067
28-08-2010,19.9043
29-08-2010,21.9609
30-08-2010,22.6783
31-08-2010,22.7216
01-09-2010,22.9677
02-09-2010,22.7777
03-09-2010,22.8485
04-09-2010,22.0515
05-09-2010,21.9399
06-09-2010,21.5754
07-09-2010,21.9656
08-09-2010,22.0199
09-09-2010,22.7162
10-09-2010,22.8396
11-09-2010,22.6227
12-09-2010,22.9101
13-09-2010,22.8775
14-09-2010,22.8931
15-09-2010,23.0379
16-09-2010,23.0081
17-09-2010,23.0894
18-09-2010,23.0924
19-09-2010,22.859
20-09-2010,22.7706
21-09-2010,22.4402
22-09-2010,22.7904
23-09-2010,22.8678
24-09-2010,22.875
25-09-2010,22.6167
26-09-2010,22.728
27-09-2010,22.7855
28-09-2010,22.8934
29-09-2010,23.1031
30-09-2010,22.8775
01-10-2010,23.1886
02-10-2010,22.9503
03-10-2010,22.9091
04-10-2010,22.4741
05-10-2010,22.3946
06-10-2010,22.496
07-10-2010,22.4955
08-10-2010,22.349
09-10-2010,22.3262
10-10-2010,22.371
11-10-2010,22.2665
12-10-2010,22.4524
13-10-2010,22.4864
14-10-2010,22.3231
15-10-2010,22.5198
16-10-2010,22.5936
17-10-2010,22.6456
18-10-2010,22.7671
19-10-2010,22.6579
20-10-2010,22.9274
21-10-2010,22.5266
22-10-2010,22.5068
23-10-2010,22.5602
24-10-2010,22.5644
25-10-2010,22.6381
26-10-2010,22.7163
27-10-2010,22.6472
28-10-2010,22.7378
